,subjid,instructionloops,strategy,helpstrategy,howtoimprove,engagement,difficulty,externalhelp,gender,education,major,age,expNum,iid
7,7,1,"I just tried to remember that large black shapes went into group A and large white shapes went into Group B. The smaller ones were harder to remember, but after I got them wrong a few times during the practice session, I learned them, too.",,"Fun, interesting different task. I think if you get all 8 questions right, you should at least have a 10-25% chance of winning a bonus. You could make the bonus smaller and give us better odds at trying to win it. The stop timer is very difficult to beat!",10.0,4.0,nohelp,man,somecollege,engineering,51.0,1,433
8,8,2,I tried to remember what was in just group A that way I would automatically know what was in group B,,"It was very challenging, I didn't think that I would actually get all the questions correct.",10.0,9.0,nohelp,woman,highschool,noresp,42.0,1,434
9,9,1,"I didn't really use a strategy, I just clicked and observed the pattern for the groups and then memorized that pattern. I then repeated the pattern out loud for group A for each shape that showed up on the test. If the shape didn't fit the pattern for Group A, then it went in Group B.",,Was actually kinda fun.,8.0,2.0,nohelp,man,bachelors,other,32.0,1,435
10,10,1,NONE,,NICE,6.0,3.0,nohelp,woman,masters,business,24.0,1,436
11,11,1,I tried to memorize the shapes with color and size for type A only. Then I put other shapes in B.,,No,10.0,8.0,nohelp,man,bachelors,business,34.0,1,437
12,12,1,No ,,No,10.0,0.0,nohelp,man,bachelors,humanities,47.0,1,438
13,13,1,,,,10.0,7.0,nohelp,man,bachelors,engineering,47.0,1,439
14,14,1,I learned each quality and what group first then I organized them together.,,"The rules for my particular example seemed pretty basic, not too complicated.",10.0,4.0,nohelp,man,bachelors,mathscience,45.0,1,440
15,15,1,,,,5.0,0.0,nohelp,man,bachelors,humanities,33.0,1,441
16,16,1,none,,very interesting,8.0,3.0,nohelp,woman,masters,business,24.0,1,442
17,17,1,"I tried to remember the correct answers and any rules used to separate the different shapes, colors and sizes. I did not do very well.",,I am disappointed I did not do better.,8.0,9.0,nohelp,man,highschool,noresp,49.0,1,443
18,18,1,I just used trial and error on the practice run to deduce the groups,,,10.0,3.0,nohelp,noresponse,bachelors,humanities,-1.0,1,444
19,19,3,"I just tried to group them together, like white triangles are white.",,,8.0,4.0,nohelp,woman,masters,humanities,59.0,1,445
20,20,2,,,,5.0,5.0,nohelp,man,highschool,noresp,22.0,1,446
21,21,6,i didn't have any strategies,,i like this task very much,9.0,5.0,nohelp,woman,masters,humanities,39.0,1,447
22,22,3,MEMORY,,NICE,8.0,7.0,nohelp,woman,masters,engineering,25.0,1,448
23,23,1,None,,Such a good task.,7.0,3.0,nohelp,woman,bachelors,business,48.0,1,449
24,24,3,Followed by instructions.,,This task is very short and easy to complete.,10.0,2.0,nohelp,man,masters,noresponse,49.0,1,450
25,25,2,I kept thinking that the colored shapes would belong with A and that the shapes without color would belong with B. I think that is what kept throwing me off. It was like I had a particular idea of what was going to happen and my brain wanted to follow that instead of focusing more closely.,,"No, I thought it would be easy for me, but it ended up being a little difficult for me. ",8.0,7.0,nohelp,woman,bachelors,socialscience,31.0,1,451
26,26,4,"To memorize the shape in learning section , it will help me to do well in the test.",,The task is very informative and interesting,10.0,7.0,nohelp,woman,somegrad,humanities,40.0,1,452
27,27,2,none,,none,5.0,5.0,nohelp,man,masters,mathscience,40.0,1,453
28,28,2,I find the pattern of the shapes that belong to groups.,,No,10.0,4.0,nohelp,man,bachelors,engineering,31.0,1,454
29,29,2,Didn't use any particular strategy. ,,no,10.0,7.0,nohelp,woman,highschool,noresp,26.0,1,455
30,30,1,I just tried to memorize the shapes with size and color for particular type.,,No,10.0,8.0,nohelp,woman,bachelors,business,55.0,1,456
31,31,1,nothing,,nice study,10.0,10.0,nohelp,man,bachelors,engineering,63.0,1,457
32,32,3,No I didn't use particular strategies ,,I'm happy to participate for this survey ,10.0,4.0,nohelp,woman,bachelors,engineering,40.0,1,458
33,33,1,I just tried my best to use my memory.,,No,10.0,3.0,nohelp,man,highschool,noresp,39.0,1,459
34,34,1,Color filled except small triangle forms Group B,,No,10.0,6.0,nohelp,woman,bachelors,noresponse,42.0,1,460
35,35,5,I memorized the shapes with size and color for single type.,,No,10.0,8.0,nohelp,woman,bachelors,business,59.0,1,461
36,36,2,nothing,,nothing,4.0,3.0,nohelp,woman,somecollege,noresp,55.0,1,462
37,37,1,very interest task,good task,no,5.0,5.0,yeshelp,man,masters,humanities,39.0,1,463
38,38,1,"At first I focused on just memorizing one side specifically (A), since anything not part of that group would be part of the second (B).  This seemed to work well enough, but shortly after I felt like I knew the shapes for that group I realized it was specifically the gray triangles and white squares in group A, and remembering those simple rules felt a lot easier to me than mentally checking for each specific object.  Anything that didn't match those two rules then fell into group B, obviously.",,,7.0,6.0,nohelp,man,highschool,noresp,29.0,1,464
39,39,2,I tried my best to remember the answers during the learning phase.,,,10.0,0.0,nohelp,man,bachelors,socialscience,26.0,1,465
40,40,2,Just remember that the instructions.,,Nice experiment.,5.0,1.0,nohelp,man,masters,engineering,30.0,1,466
41,41,1,No,,Good,9.0,0.0,nohelp,woman,masters,business,40.0,1,467
42,42,1,I just tried to do my best with the memory I have.,,None,10.0,9.0,nohelp,woman,somecollege,humanities,47.0,1,468
43,43,1,"I just tried to memorize what was in group A, so I only had to memorize 4 things. If it wasn't on my mental list of A things then it was obviously a B thing",,"No, thank you.",8.0,3.0,nohelp,woman,bachelors,socialscience,45.0,1,469
44,44,2,Mostly just memorizing the correct and wrong answers then started grouping them in my head,,no,10.0,6.0,nohelp,woman,masters,business,54.0,1,470
45,45,2,Memorising the size and color,,It was fun. I really used my memory ,10.0,10.0,nohelp,man,bachelors,business,31.0,1,471
46,46,2,No,,It was quite an engaging study ,9.0,6.0,nohelp,man,bachelors,engineering,33.0,1,472
47,47,1,"I was trying to memorize the 8 cards, but I failed and got myself confused.",,none,8.0,8.0,nohelp,woman,bachelors,business,62.0,1,473
48,48,1,"I just memorized shapes with size and colors for a particular type, that I can assign others to other type.",,No,10.0,9.0,nohelp,woman,bachelors,business,53.0,1,474
49,49,1,,,,5.0,7.0,nohelp,woman,somegrad,mathscience,37.0,1,475
50,50,2,trial and error,,"The ""bonus"" is practically a scam.",4.0,6.0,nohelp,man,bachelors,engineering,35.0,1,476
51,51,1,no ,,no,8.0,9.0,nohelp,woman,highschool,noresp,39.0,1,477
52,52,1,No strategy except remembering what was what after I noticed the pattern (all filled in shapes were in group B except the large square and all unfilled shapes were group A except the small triangle).,,No further thoughts,8.0,7.0,nohelp,man,highschool,noresp,37.0,1,478
53,53,1,Talking out loud to myself about which object goes in which category.,,No other thoughts or suggestions.,7.0,7.0,nohelp,man,somecollege,other,33.0,1,479
54,54,1,remember them all,,,10.0,5.0,nohelp,man,doctor,engineering,39.0,1,480
55,55,1,Just remember the instructions.,,Nice experiment.,5.0,0.0,nohelp,man,masters,engineering,30.0,1,481
56,56,6,no s,,no,7.0,8.0,nohelp,man,somegrad,business,33.0,1,482
57,57,1,I just memorized shapes with color and size for a particular type.,,No,10.0,8.0,nohelp,man,bachelors,business,45.0,1,483
58,58,2,no,,,5.0,5.0,nohelp,woman,bachelors,humanities,30.0,1,484
59,59,1,Just remembering the best I could ,,none,8.0,6.0,nohelp,woman,bachelors,mathscience,41.0,1,485
60,60,2,Just memorized it,,,8.0,6.0,nohelp,man,somegrad,other,25.0,1,486
61,61,9,No,,No,7.0,0.0,nohelp,woman,masters,humanities,65.0,1,487
62,62,1,I just tried to guess a pattern early in the learning phase and my first random inclination turned out to be the rule so I just used the rest of the learning trials to confirm the rule I was assuming.,,,8.0,4.0,nohelp,woman,bachelors,socialscience,37.0,1,488
63,63,2,I say out loud A or B three times and then as I learned them I tried to repeat the grouping like little white triangle and little and big black triangle is A.,,,10.0,3.0,nohelp,woman,bachelors,mathscience,47.0,1,489
64,64,3,this is card learning game. it is very useful to brain and knowledge.squares and triangles are same. it is amazing game.,squres and triangles,it is very interesting,8.0,6.0,yeshelp,woman,bachelors,business,33.0,1,490
65,65,1,i watching the one part off sizes to answer the part,,No,9.0,8.0,nohelp,woman,bachelors,business,38.0,1,491
66,66,1,I kept all the rules in mind. I gave my full attention to the game.,,I'm happy to participate in this game.,10.0,6.0,nohelp,man,bachelors,business,30.0,1,492
67,67,1,"I said the name of the shape, color, and size out loud while pointing to either the left or the right to symbolize that shape going into column A or B. ",,No.,8.0,4.0,nohelp,woman,somecollege,engineering,31.0,1,493
68,68,1,"Not really, just tried to remember",,No suggestions,8.0,7.0,nohelp,man,bachelors,humanities,51.0,1,494
69,69,1,"After trial and error, I found the rule, big squares, small triangles, was for A. If it was not one of those, then it was for B.",,,8.0,4.0,nohelp,man,bachelors,mathscience,35.0,1,495
70,70,1,I sorted them to left (A) and right (B) sides visually in my head. ,,none,5.0,1.0,nohelp,woman,masters,humanities,34.0,1,496
71,71,1,nothing,,nice,10.0,10.0,nohelp,man,bachelors,engineering,49.0,1,497
72,72,1,"I memorized the shapes, size and color for single type.",,No,10.0,9.0,nohelp,man,bachelors,business,60.0,1,498
73,73,2,NO,PICTURE,NONE,7.0,6.0,yeshelp,woman,masters,mathscience,30.0,1,499
74,74,2,,,,9.0,7.0,nohelp,man,highschool,noresp,25.0,1,500
75,75,5,,,none,8.0,7.0,nohelp,man,somegrad,engineering,63.0,1,501
76,76,2,,,,10.0,8.0,nohelp,woman,bachelors,socialscience,38.0,1,502
77,77,2,I just paid attention to the correct answers. The pattern was honestly too simple.,,This was fun. Thanks so much!,10.0,0.0,nohelp,man,somecollege,business,29.0,1,503
78,78,1,"Just tried to group them in my mind, I had Big, shaded, and triangle usually was B, small and empty was usually A",,Allow two clicks on the stopwatch so that all my effort wasn't for nothing.,8.0,7.0,nohelp,man,somecollege,humanities,27.0,1,504
79,79,3,N.A,,NO,5.0,8.0,nohelp,man,bachelors,business,34.0,1,505
80,80,1,"I tried to remember that all of A was big except for ""small white triangle"" and all of B was small except for ""big black square.""",,It was stressful but interesting. ,10.0,8.0,nohelp,woman,masters,humanities,37.0,1,506
81,81,3,I started with a basic sorting by shape and worked out that the large white triangle was the only triangle in Group A. I then used process of elimination to determine the small black square was the only square in Group B.,,I really enjoyed the task! ,10.0,4.0,nohelp,woman,somecollege,humanities,56.0,1,507
82,82,2,,,,10.0,1.0,nohelp,woman,somegrad,business,30.0,1,508
83,83,3,"Admittedly, I mostly just used memory. What really confused me was that the two big squares both went into B, and that really threw off any semblance of order. ","I know it said you CAN leave this blank if you said no, but I did do something that wasn't listed above. I did not use notes or pictures, but I did verbally recite what went where during the practice runs, and I put what I could in verbal groups. So for example, I kept repeating ""Big Black and White Square in B"", ""small triangles in A"", so that helped keep me thinking. It did not explicitly say that you couldn't verbally group as you went along the practice trials, so I figured it was fine. But, in the case that is NOT fine and damages your research, I wanted to tell you here.","No, it was very fun; it was pretty difficult, though, but it was a fun exercise.",9.0,10.0,nohelp,man,somecollege,humanities,23.0,1,509
84,84,3,no,,tough,10.0,5.0,nohelp,man,bachelors,noresponse,36.0,1,510
85,85,2,Memorized what was in which group,,No,3.0,2.0,nohelp,woman,somecollege,noresp,41.0,1,511
86,86,1,I just found that both colored and uncolored shapes were paired up and focused on remembering group A was white triangles and black squares which made it somewhat easy.,,I would have preferred a bonus system that had a higher % chance of winning a smaller amount.,7.0,4.0,nohelp,man,somecollege,other,48.0,1,512
87,87,2,"I simply tried to memorize what went where, nothing beyond that.",,,6.0,3.0,nohelp,man,bachelors,engineering,50.0,1,513
88,88,2,,,,5.0,5.0,nohelp,man,bachelors,business,28.0,1,514
89,89,2,,,,8.0,4.0,nohelp,woman,somegrad,mathscience,22.0,1,515
90,90,3,NOTHING.,,NO.,10.0,5.0,nohelp,woman,bachelors,other,30.0,1,516
91,91,5,None,,Such a good task.,9.0,5.0,nohelp,man,bachelors,humanities,28.0,1,517
92,92,1,I just tried to remember them.,,I may have done better with 64 trials of the learning round.,10.0,2.0,nohelp,man,somecollege,noresp,61.0,1,518
93,93,1,no,,Very difficult task even though I say answer for all questions. ,5.0,10.0,nohelp,woman,bachelors,mathscience,42.0,1,519
94,94,3,I would try to notice a pattern in the shapes and see matched up.,,No,8.0,6.0,nohelp,man,bachelors,other,32.0,1,520
95,95,2,None,,No,7.0,5.0,nohelp,woman,bachelors,socialscience,41.0,1,521
96,96,2,"No real strategy, just used my memory.  I focused more on learning which shapes belonged in the first group just to make it easier to remember and if a shape didn't match, then it had to be in the second group.",,Nope,5.0,1.0,nohelp,man,highschool,noresp,32.0,1,522
97,97,2,I just remembered small boxes big triangles,,The bonus seems impossible.,8.0,5.0,nohelp,woman,somecollege,socialscience,38.0,1,523
98,98,1,Trying to find a pattern for each group.,,No.,7.0,4.0,nohelp,man,bachelors,business,46.0,1,524
99,99,1,remembering when my answer was wrong and trying not to repeat the mistake ,,"no, thank you",10.0,2.0,nohelp,woman,somecollege,other,35.0,1,525
0,0,4,Use my strategy,,Good,7.0,3.0,nohelp,man,masters,mathscience,41.0,2,526
1,1,1,"I remembered where the small triangles went first because they were shown first, then I paid attention to where the big triangles went. I then learned where the big squares went and then knew that one group was full and where the small squares would have to go. I used memory and elimination.",,"I think to make it harder you would need to add another aspect to the shapes, like patterns or colors. Only have 3 variations to the cards makes it too easy.",10.0,1.0,nohelp,woman,somecollege,other,40.0,2,527
2,2,1,post mind image re-capture,,good,10.0,2.0,nohelp,woman,somegrad,humanities,25.0,2,528
3,3,1,"i memorized the 4 that fit in group A, as this is easy, then the rest fit on B per the description",,no,5.0,3.0,nohelp,man,bachelors,engineering,40.0,2,529
4,4,5,no it's very easy,,Strategically learn,10.0,5.0,nohelp,woman,masters,engineering,25.0,2,530
5,5,1,"I tried to memorize which was which as I went through them, but slowly figured out a rule and just remembered it instead",,no,7.0,4.0,nohelp,man,somegrad,engineering,52.0,2,531
6,6,1,"When I got something correct, I continuously tried to recall which group it belonged to so that I wouldn't forget it.",,No comments at this time.,10.0,3.0,nohelp,man,highschool,noresp,53.0,2,532
7,7,1,MIND RECAPTURING,,GOOD,10.0,2.0,nohelp,woman,bachelors,humanities,25.0,2,533
8,8,2,I remembered B as 'Big black' and A as 'a little black',,none,10.0,2.0,nohelp,woman,highschool,noresp,27.0,2,534
9,9,3,Just Following The Instruction,None,They are improving more learning skills.,10.0,0.0,nohelp,man,masters,engineering,36.0,2,535
10,10,1,nice game,well,good task,5.0,5.0,yeshelp,man,masters,socialscience,54.0,2,536
11,11,1,I tried using group logic but failed to remember it well doing that. I think I fell back mostly on simple memory of which side each shape belonged to.,,"This was fun but challenging and the pay is more than generous, thank you!",10.0,8.0,nohelp,man,bachelors,engineering,35.0,2,537
12,12,2,I just tried to memorize where each one went.,,None,10.0,4.0,nohelp,woman,bachelors,business,46.0,2,538
13,13,4,knowleged study survey,,None,5.0,5.0,nohelp,man,masters,business,32.0,2,539
14,14,3,no strategies for this game.i am confused,,this  task is very difficult.but i like this game,5.0,8.0,noresponse,woman,masters,business,29.0,2,540
15,15,1,I remembered the instructions.,,This task is very interesting and exciting.,10.0,6.0,nohelp,woman,masters,business,35.0,2,541
16,16,5,good,good,good,8.0,8.0,yeshelp,man,bachelors,mathscience,35.0,2,542
17,17,5,very development this survey,,very improvement this survey,7.0,8.0,nohelp,man,masters,business,39.0,2,543
18,18,2,No strategy just relied on my memory,,no,8.0,6.0,nohelp,woman,somecollege,business,46.0,2,544
19,19,2,Remember all the shapes.,,No,8.0,6.0,nohelp,man,bachelors,business,50.0,2,545
20,20,1,"In honesty, instead of trying to immediately come up with a rule, I just tried to memorize which object was in which group.  After that, it became easy to come up with the rule so I wouldn't have to remember the object groupings individually.",,,9.0,2.0,nohelp,man,somecollege,mathscience,57.0,2,546
21,21,1,nothing,,excellent,10.0,5.0,nohelp,man,bachelors,engineering,35.0,2,547
22,22,3,"There is no strategies I follow, I simply follow the rules properly.",No,No,8.0,9.0,nohelp,man,bachelors,humanities,32.0,2,548
23,23,1,I noticed it was big black and small white through trial and error.,,,7.0,3.0,nohelp,noresponse,somecollege,noresponse,36.0,2,549
24,24,6,I just tried to figure out the rule for each group. ,,no,8.0,7.0,nohelp,man,bachelors,socialscience,37.0,2,550
25,25,2,,,,5.0,9.0,nohelp,man,bachelors,mathscience,42.0,2,551
26,26,2,None i just used my memory to do this,,None,9.0,2.0,nohelp,man,bachelors,engineering,32.0,2,552
27,27,4,Only one memory,,Memory booster,9.0,9.0,nohelp,man,bachelors,engineering,58.0,2,553
28,28,1,I just looked for a pattern based on whether my guess was correct or not,,No,8.0,4.0,nohelp,man,somecollege,humanities,55.0,2,554
29,29,1,"Once I identified that the small shapes seemed to be in Group A and the big shapes seemed to be in Group B, I focused on exceptions because I kept getting a few answers wrong so I wanted to be sure of which shapes were truly part of which group by the time the first round was over.",,I enjoyed the experiment! I think I got rather lucky in distinguishing between the big and small shapes because instead I focused on the color or type of shape it would have taken me longer to figure out the rules.,10.0,3.0,nohelp,man,bachelors,humanities,44.0,2,555
30,30,1,Good playing and good task,No,Good experience,9.0,8.0,yeshelp,man,masters,business,32.0,2,556
31,31,1,"I just focused on the ones that didn't follow the pattern. The Small black square and large white triangle. Other than those, the squares were b and the triangles were a",,,8.0,2.0,nohelp,man,bachelors,business,48.0,2,557
32,32,1,I try to memory the shapes.,,nothing,10.0,5.0,nohelp,woman,bachelors,mathscience,42.0,2,558
33,33,1,very development this survey,no,,9.0,7.0,nohelp,man,masters,business,39.0,2,559
34,34,1,I tried really hard to memorize them and repeat the image type with A and B. I tried to vision them in the groups together and find a common grouping.,,"Enjoyed the task. It was difficult and challenging, but fun. I did a lot better than I expected I would do. I sometimes freak out under pressure and can't concentrate. Thanks so much for not having a time limit to answer. That took some of the pressure off me so I could relax and focus on the sizes, shapes, and filling color.",10.0,10.0,nohelp,woman,somecollege,other,47.0,2,560
35,35,1,"I looked for a pattern to remember the groups by, and then once I found it I repeated it out loud to help remember. It was a pretty simple pattern, but I still find saying it helps to keep things straight. I also only tried to remember the A group, and just remembered B as everything not A.",,"With only 8 items, I think I would've done alright even if the groups were arbitrary, but I was glad it followed a rule.",10.0,3.0,nohelp,man,somecollege,other,44.0,2,561
36,36,2,None,,none,10.0,3.0,nohelp,man,bachelors,business,25.0,2,562
37,37,1,,,,10.0,5.0,nohelp,woman,somecollege,other,38.0,2,563
38,38,1,its an type of of choosing the correct one,,no,5.0,5.0,nohelp,man,bachelors,other,-1.0,2,564
39,39,1,"After learning which category a shape, its size, and color belonged to, I would repeat the answer in my head as much as possible in an attempt to remember the correct response.",,It's a fairly difficult task; a longer learning section would be beneficial,6.0,9.0,nohelp,man,bachelors,business,35.0,2,565
40,40,1,No,,Good and interesting one,9.0,7.0,nohelp,woman,bachelors,business,42.0,2,566
41,41,2,"I tried to identify a rule early on, which would make the memorization process more simple. For example, once I realized that all of the square shapes were in group B, except for the large, black square, and that all triangle shapes were in group A, except for the small, white triangle, I thought to myself 'large black triange, A' and 'small white triangle, B'. I did this because it was easier to remember the one exception rather than the general rule.",,,5.0,4.0,nohelp,woman,somecollege,socialscience,27.0,2,567
42,42,5,i remember the images for group a and group b,,na,5.0,5.0,nohelp,woman,masters,humanities,29.0,2,568
43,43,1,"It wasn't to hard to figure out the set I got, all squares were A except the small white one, and all triangles were B except the big black one.",,it was fun.,7.0,4.0,nohelp,man,highschool,noresp,41.0,2,569
44,44,8,instructions little tough,,useful,7.0,7.0,nohelp,woman,masters,engineering,31.0,2,570
45,45,1,focused on the size and color mostly,,no,10.0,4.0,nohelp,man,bachelors,mathscience,33.0,2,571
46,46,1,Mind recapturing.,,nice.,2.0,5.0,nohelp,woman,bachelors,humanities,25.0,2,572
47,47,2,,,,9.0,8.0,nohelp,man,bachelors,humanities,28.0,2,573
48,48,1,NOTHING,,EXCELLENT,10.0,7.0,nohelp,woman,bachelors,engineering,37.0,2,574
49,49,1,good,good,good,5.0,5.0,yeshelp,man,masters,business,30.0,2,575
50,50,1,no,,no,5.0,5.0,nohelp,man,bachelors,engineering,65.0,2,576
51,51,1,Good knowledge task,,no,5.0,5.0,yeshelp,man,bachelors,business,30.0,2,577
52,52,1,none,,none,10.0,10.0,nohelp,man,bachelors,business,30.0,2,578
53,53,2,SIZE AND SHAPE COLOR IN THESQUARE AND RECTANGLE TO THE TASK,,GOOD,8.0,3.0,nohelp,man,masters,business,32.0,2,579
54,54,2,"I attempted to categorize the shapes into groups by their color and size, but at times it became confusing and it was easy to forget.",,,8.0,7.0,nohelp,man,somecollege,other,26.0,2,580
55,55,2,"I just tried to memorize what shape belonged to what group, no real strategy was used. ",,I really enjoyed it and thought it was engaging. ,10.0,5.0,nohelp,woman,bachelors,socialscience,26.0,2,581
56,56,5,I just tried to memorize them the best I could.,,,10.0,9.0,nohelp,woman,somecollege,business,31.0,2,582
57,57,3,I was hoping for simple size or color all one. I didn't get lucky.,,,9.0,10.0,nohelp,man,highschool,noresp,54.0,2,583
58,58,3,Remembering the shapes.,,None,8.0,0.0,nohelp,woman,bachelors,humanities,34.0,2,584
59,59,1,I have noticed all shaded items are in the group b except shaded square item so it's been easy to identify the group.,,It will useful to think and memorize.,7.0,7.0,nohelp,man,masters,humanities,28.0,2,585
60,60,2,"I tried to place the correct answers I was getting on the left or right of my screen in my mind, coinciding with group A or B. Once I started to see the rule unfold I just test its validity from there.",,none,8.0,6.0,nohelp,man,somecollege,humanities,38.0,2,586
61,61,7,"grey squares and white triangles were B, everything else was A",,no further thoughts,10.0,8.0,nohelp,man,bachelors,engineering,38.0,2,587
62,62,1,my own opinion,none,none,6.0,7.0,nohelp,man,masters,humanities,27.0,2,588
63,63,9,good,yes,no,7.0,7.0,yeshelp,man,bachelors,engineering,66.0,2,589
64,64,4,NO,,I am very interested to play this game,7.0,2.0,nohelp,man,masters,mathscience,30.0,2,590
65,65,1,no,,nice,5.0,5.0,nohelp,man,somecollege,engineering,43.0,2,591
66,66,2,no,,It is very interested to play the game,7.0,3.0,nohelp,man,masters,mathscience,31.0,2,592
67,67,1,No,,No,9.0,9.0,nohelp,woman,bachelors,engineering,48.0,2,593
68,68,1,Use my Strategy,,,7.0,2.0,nohelp,man,masters,mathscience,35.0,2,594
69,69,1,Develop a rule after every new one of the original 8 objects was shown and modify it as needed as the learning phase went on,,,10.0,8.0,nohelp,woman,bachelors,mathscience,49.0,2,595
70,70,1,Use my knowledge,,Good,7.0,3.0,nohelp,man,masters,mathscience,40.0,2,596
71,71,3,no,,,6.0,5.0,nohelp,man,somecollege,business,34.0,2,597
72,72,1,just remember the group and make a rule,,,4.0,2.0,nohelp,man,bachelors,humanities,43.0,2,598
73,73,2,nothing i am not following strategies,,nothing,5.0,7.0,nohelp,woman,bachelors,engineering,58.0,2,599
74,74,1,well,well,good,7.0,8.0,yeshelp,man,masters,socialscience,30.0,2,600
75,75,2,Remembering which shapes were in a particular group and finding their opposites were in the other,,,8.0,7.0,nohelp,man,bachelors,engineering,24.0,2,601
76,76,1,nothing,,nice.,1.0,5.0,nohelp,woman,bachelors,mathscience,25.0,2,602
77,77,1,Tried remembering what went to which side.,,no,10.0,3.0,nohelp,man,highschool,noresp,32.0,2,603
78,78,2,NO,,NICE,10.0,10.0,nohelp,woman,bachelors,engineering,38.0,2,604
79,79,1,No,,No,9.0,9.0,nohelp,woman,bachelors,engineering,53.0,2,605
80,80,3,,,No,10.0,5.0,nohelp,woman,somecollege,socialscience,35.0,2,606
81,81,1,just tried to establish a pattern quickly ,none,none,7.0,4.0,nohelp,woman,somecollege,business,34.0,2,607
82,82,2,attempted to detect pattern; had it halfway through the trial,,,5.0,5.0,nohelp,man,doctor,humanities,50.0,2,608
83,83,3,easy,,no,7.0,7.0,nohelp,man,bachelors,engineering,35.0,2,609
84,84,1,MIND PHOTO IMAGE RECOLLECT MEMORY,,GOOD TASK,10.0,3.0,nohelp,woman,bachelors,humanities,25.0,2,610
85,85,2,,,,3.0,8.0,nohelp,man,highschool,noresp,37.0,2,611
86,86,2,"No, I didn't follow any strategies.",,It was very interesting.,5.0,5.0,nohelp,man,bachelors,engineering,43.0,2,612
87,87,8,,,,5.0,5.0,nohelp,man,somecollege,business,34.0,2,613
88,88,1,MIND RECAPTURE,,NICE.,1.0,6.0,nohelp,woman,bachelors,mathscience,30.0,2,614
89,89,1,just follow the instruction,no,learning new skill,10.0,0.0,nohelp,man,masters,engineering,35.0,2,615
90,90,1,"I had immersed myself into an imaginary room where there are 2 tables. each table is split in the middle. When I saw the shape the physical object appears and goes onto the A or B table. I had memory practice before so through techniques I would say I have a better memory than the average person only. Still, I was not confident as mistakes threw me off in the practice. Actually surprised I got all 8 right. ",,"I think to really make it interesting and more difficult, a timer should be added to the shape practice/test. First, it would be harder to remember even with techniques. Second, it would probably make it hard for people to cheat. This is assuming it does not interfere with the purpose of the study. ",9.0,7.0,nohelp,man,bachelors,business,39.0,2,616
91,91,2,more concentrate,,very interested,4.0,3.0,nohelp,man,masters,business,46.0,2,617
92,92,3,NO STRATEGIES,,NO,0.0,5.0,nohelp,woman,bachelors,humanities,50.0,2,618
93,93,3,,,,10.0,8.0,nohelp,woman,masters,engineering,36.0,2,619
94,94,4,NO,,NO,5.0,3.0,nohelp,woman,bachelors,business,47.0,2,620
95,95,2,I tried my best to remember and understand the sorting rule.,,No,5.0,5.0,nohelp,woman,masters,socialscience,25.0,2,621
96,96,1,No,,Good,9.0,9.0,nohelp,man,bachelors,engineering,33.0,2,622
97,97,2,I was trying different hypothesis and adjusting as I was proven wrong,,,9.0,6.0,nohelp,woman,masters,humanities,47.0,2,623
98,98,3,no,,nice,10.0,9.0,nohelp,woman,bachelors,engineering,54.0,2,624
99,99,3,memory,,good task,9.0,8.0,nohelp,man,masters,socialscience,50.0,2,625
0,0,1,"I would just keep repeating my current understanding of the rule in my head (e.g. ""All dark colors on the right side"") until I got to something that changed that understanding, then I'd modify it and keep repeating the new version.",,You should have mentioned the bonus payment in the task description. This task pays very well! I was pleasantly surprised.,10.0,7.0,nohelp,man,somecollege,socialscience,34.0,3,626
1,1,1,just did what the instructions said and tried grouping them to find out the pattern.,,no,10.0,7.0,nohelp,man,highschool,noresp,27.0,3,627
2,2,1,I tried to keep a mental note of which bucket each card fell into and repeated the other cards that matched that bucket. Once I had them all sorted it wasn't too bad. ,,"It wasn't too difficult, the last two games were exactly the same so that made the final test easier in my opinion. ",8.0,5.0,nohelp,man,bachelors,humanities,35.0,3,628
3,3,1,I will memorize the image and guess the image its my strategies.,,None,8.0,7.0,nohelp,man,bachelors,engineering,25.0,3,629
4,4,1,good learning task,good task,very interest study,5.0,5.0,yeshelp,woman,bachelors,business,35.0,3,630
5,5,3,very interesting game ,,very nice,2.0,3.0,nohelp,woman,bachelors,engineering,36.0,3,631
6,6,1,"I tried to get the big part of the rule, then figure out the exception.",,,8.0,5.0,nohelp,woman,masters,socialscience,25.0,3,632
7,7,5,no,,nice,7.0,2.0,nohelp,woman,bachelors,engineering,48.0,3,633
8,8,2,"Just trying to make mental notes, repeating the right ones, trial and error",,no thoughts,10.0,8.0,nohelp,woman,somecollege,noresp,37.0,3,634
9,9,1,I tried to make rules in my head and repeat them with each trial,,No,10.0,7.0,nohelp,woman,bachelors,business,32.0,3,635
10,10,2,Nil,,Good task,10.0,1.0,nohelp,man,bachelors,humanities,28.0,3,636
11,11,1,Choose by different shape and the shade will refers eay.,,It was amazing.,10.0,8.0,nohelp,man,bachelors,engineering,26.0,3,637
12,12,25,good,,good,5.0,5.0,nohelp,man,masters,engineering,35.0,3,638
13,13,1,nothing it is simple concentrate.,,this is very good study,10.0,5.0,nohelp,man,masters,business,29.0,3,639
14,14,1,I tried to memorize shapes then color.,,no,9.0,8.0,nohelp,woman,bachelors,mathscience,51.0,3,640
15,15,2,According to the instructions to remember the task.,,It is very interesting.,10.0,0.0,nohelp,man,bachelors,mathscience,30.0,3,641
16,16,1,nothing,,nothing,0.0,3.0,nohelp,man,masters,business,30.0,3,642
